date,close
2020-06-03,105.02527618408203
2020-06-04,99.99351501464844
2020-06-05,98.4720687866211
2020-06-08,101.88157653808594
2020-06-09,99.37944030761719
2020-06-10,99.6635513305664
2020-06-11,97.41806030273438
2020-06-12,95.96077728271484
2020-06-15,96.96896362304688
2020-06-16,99.04948425292969
2020-06-17,99.94769287109375
2020-06-18,99.52608489990234
2020-06-19,99.84687042236328
2020-06-22,99.85604095458984
2020-06-23,97.55552673339844
2020-06-24,97.37223815917969
2020-06-25,96.91397857666016
2020-06-26,94.41182708740234
2020-06-29,96.30906677246094
2020-06-30,96.9781265258789
2020-07-01,96.43738555908203
2020-07-02,96.25406646728516
2020-07-06,97.03311920166016
2020-07-07,97.1980972290039
2020-07-08,95.96994018554688
2020-07-09,94.76011657714844
2020-07-10,96.40071868896484
2020-07-13,95.94245147705078
2020-07-14,98.2429428100586
2020-07-15,97.04229736328125
2020-07-16,97.22559356689453
2020-07-17,97.80301666259766
2020-07-20,96.51985931396484
2020-07-21,97.66552734375
2020-07-22,98.60955047607422
2020-07-23,99.37027740478516
2020-07-24,99.11365509033203
2020-07-27,99.78271484375
2020-07-28,100.14933776855469
2020-07-29,101.26749420166016
2020-07-30,100.22264862060547
2020-07-31,100.22264862060547
2020-08-03,101.70743560791016
2020-08-04,103.80628204345703
2020-08-05,101.86324310302734
2020-08-06,101.08419799804688
2020-08-07,101.78075408935547
2020-08-10,103.42134094238281
2020-08-11,103.30219268798828
2020-08-12,105.36438751220703
2020-08-13,105.89093017578125
2020-08-14,105.28125
2020-08-17,104.84709167480469
2020-08-18,105.23504638671875
2020-08-19,102.87023162841797
2020-08-20,103.36906433105469
2020-08-21,103.54457092285156
2020-08-24,104.37596893310547
2020-08-25,111.54434967041016
2020-08-26,112.44966125488281
2020-08-27,111.70140075683594
2020-08-28,110.52822875976562
2020-08-31,111.01781463623047
2020-09-01,108.9670639038086
2020-09-02,111.63673400878906
2020-09-03,109.21648406982422
2020-09-04,108.5975570678711
2020-09-08,105.4567642211914
2020-09-09,106.93478393554688
2020-09-10,104.4591064453125
2020-09-11,104.67156219482422
2020-09-14,104.81013488769531
2020-09-15,103.8309555053711
2020-09-16,102.37139892578125
2020-09-17,101.59544372558594
2020-09-18,101.05040740966797
2020-09-21,101.419921875
2020-09-22,101.5030746459961
2020-09-23,100.0342788696289
2020-09-24,102.41758728027344
2020-09-25,103.59999084472656
2020-09-28,104.60689544677734
2020-09-29,104.3944320678711
2020-09-30,106.71308135986328
2020-10-01,107.15648651123047
2020-10-02,107.59066009521484
2020-10-05,108.43126678466797
2020-10-06,108.5421371459961
2020-10-07,108.4959487915039
2020-10-08,108.2003402709961
2020-10-09,109.63218688964844
2020-10-12,110.77764892578125
2020-10-13,110.93468475341797
2020-10-14,109.90007019042969
2020-10-15,109.79845428466797
2020-10-16,108.89315795898438
2020-10-19,106.42671966552734
2020-10-20,105.41981506347656
2020-10-21,105.67847442626953
2020-10-22,106.814697265625
2020-10-23,106.73155975341797
2020-10-26,106.32510375976562
2020-10-27,104.47757720947266
2020-10-28,102.75936889648438
2020-10-29,102.79631805419922
2020-10-30,103.64618682861328
2020-11-02,107.76618194580078
2020-11-03,108.06178283691406
2020-11-04,105.84474182128906
2020-11-05,106.97173309326172
2020-11-06,107.72921752929688
2020-11-09,104.62537384033203
2020-11-10,108.60679626464844
2020-11-11,110.66679382324219
2020-11-12,109.68949890136719
2020-11-13,110.84362030029297
2020-11-16,111.79299926757812
2020-11-17,110.22933959960938
2020-11-18,107.75352478027344
2020-11-19,108.94488525390625
2020-11-20,108.18167877197266
2020-11-23,108.01412963867188
2020-11-24,109.63365173339844
2020-11-25,109.82911682128906
2020-11-27,108.43296813964844
2020-11-30,109.0844955444336
2020-12-01,108.82389831542969
2020-12-02,106.91584014892578
2020-12-03,108.41436004638672
2020-12-04,109.22411346435547
2020-12-07,108.95419311523438
2020-12-08,109.39164733886719
2020-12-09,109.88494873046875
2020-12-10,107.84660339355469
2020-12-11,107.195068359375
2020-12-14,105.40801239013672
2020-12-15,105.60348510742188
2020-12-16,105.9478530883789
2020-12-17,107.33467864990234
2020-12-18,107.85591125488281
2020-12-21,106.45976257324219
2020-12-22,106.78555297851562
2020-12-23,107.195068359375
2020-12-24,108.05136108398438
2020-12-28,108.27473449707031
2020-12-29,107.343994140625
2020-12-30,106.7762222290039
2020-12-31,107.59529113769531
2021-01-04,107.62321472167969
2021-01-05,109.01934051513672
2021-01-06,110.18279266357422
2021-01-07,108.75872802734375
2021-01-08,108.07929992675781
2021-01-11,106.19915008544922
2021-01-12,103.52790069580078
2021-01-13,103.82573699951172
2021-01-14,104.75648498535156
2021-01-15,106.1898422241211
2021-01-19,107.6418228149414
2021-01-20,106.3201675415039
2021-01-21,105.56624603271484
2021-01-22,106.3294677734375
2021-01-25,110.70401763916016
2021-01-26,115.49739074707031
2021-01-27,119.30418395996094
2021-01-28,110.0617904663086
2021-01-29,108.34919738769531
2021-02-01,107.343994140625
2021-02-02,106.82276916503906
2021-02-03,106.55284881591797
2021-02-04,106.1898422241211
2021-02-05,106.53422546386719
2021-02-08,107.14852905273438
2021-02-09,107.36260223388672
2021-02-10,107.78144836425781
2021-02-11,106.90906524658203
2021-02-12,107.96905517578125
2021-02-16,106.10235595703125
2021-02-17,108.28800201416016
2021-02-18,109.45116424560547
2021-02-19,106.71208190917969
2021-02-22,107.19047546386719
2021-02-23,107.29365539550781
2021-02-24,106.20552825927734
2021-02-25,107.90340423583984
2021-02-26,105.06111907958984
2021-03-01,105.11739349365234
2021-03-02,106.02729797363281
2021-03-03,106.93719482421875
2021-03-04,109.01968383789062
2021-03-05,111.0083236694336
2021-03-08,112.3497314453125
2021-03-09,111.6180419921875
2021-03-10,113.5691909790039
2021-03-11,112.79998779296875
2021-03-12,113.91627502441406
2021-03-15,114.55413818359375
2021-03-16,115.67039489746094
2021-03-17,116.43022918701172
2021-03-18,116.26138305664062
2021-03-19,118.5595932006836
2021-03-22,119.3663101196289
2021-03-23,118.625244140625
2021-03-24,115.51094055175781
2021-03-25,118.79409790039062
2021-03-26,120.53885650634766
2021-03-29,122.9308853149414
2021-03-30,120.58576202392578
2021-03-31,118.69091796875
2021-04-01,118.42827606201172
2021-04-05,119.21622467041016
2021-04-06,119.82593536376953
2021-04-07,119.92913055419922
2021-04-08,120.1917953491211
2021-04-09,120.26683807373047
2021-04-12,121.50505828857422
2021-04-13,121.76771545410156
2021-04-14,121.07354736328125
2021-04-15,122.68698120117188
2021-04-16,123.55937957763672
2021-04-19,123.9627456665039
2021-04-20,124.30040740966797
2021-04-21,125.37918853759766
2021-04-22,123.92520904541016
2021-04-23,121.73017883300781
2021-04-26,121.73017883300781
2021-04-27,122.92151641845703
2021-04-28,122.40557861328125
2021-04-29,123.76573944091797
2021-04-30,122.87461853027344
2021-05-03,123.89708709716797
2021-05-04,124.2629165649414
2021-05-05,126.48609924316406
2021-05-06,128.8968505859375
2021-05-07,128.13702392578125
2021-05-10,129.90994262695312
2021-05-11,128.34339904785156
2021-05-12,126.44857025146484
2021-05-13,128.6111297607422
2021-05-14,127.7989730834961
2021-05-17,126.08025360107422
2021-05-18,126.27857971191406
2021-05-19,126.82630157470703
2021-05-20,127.30791473388672
2021-05-21,127.96895599365234
2021-05-24,128.0634002685547
2021-05-25,127.76118469238281
2021-05-26,127.01515197753906
2021-05-27,125.14534759521484
2021-05-28,125.87250518798828
2021-06-01,126.08025360107422
2021-06-02,128.36558532714844
2021-06-03,130.20709228515625
2021-06-04,132.03912353515625
2021-06-07,130.4431610107422
2021-06-08,129.25326538085938
2021-06-09,128.4033660888672
2021-06-10,128.12948608398438
2021-06-11,128.65835571289062
2021-06-14,128.52613830566406
2021-06-15,127.27957916259766
2021-06-16,126.3352279663086
2021-06-17,126.17469787597656
2021-06-18,123.04888916015625
2021-06-21,123.8232650756836
2021-06-22,123.25665283203125
2021-06-23,121.87789154052734
2021-06-24,121.41516876220703
2021-06-25,122.21786499023438
2021-06-28,123.55884552001953
2021-06-29,122.89778137207031
2021-06-30,122.3595199584961
2021-07-01,122.81280517578125
2021-07-02,122.47284698486328
2021-07-06,121.42461395263672
2021-07-07,121.85899353027344
2021-07-08,122.32174682617188
2021-07-09,123.56829833984375
2021-07-12,123.14332580566406
2021-07-13,122.52005767822266
2021-07-14,123.03943634033203
2021-07-15,124.67317962646484
2021-07-16,125.69308471679688
2021-07-19,126.53353881835938
2021-07-20,125.1358871459961
2021-07-21,122.33118438720703
2021-07-22,122.0384292602539
2021-07-23,123.23777770996094
2021-07-26,123.41719818115234
2021-07-27,124.65428924560547
2021-07-28,123.48328399658203
2021-07-29,124.07823181152344
2021-07-30,123.8138198852539
2021-08-02,123.9837875366211
2021-08-03,125.4192123413086
2021-08-04,121.66071319580078
2021-08-05,121.27349853515625
2021-08-06,120.7824478149414
2021-08-09,121.83068084716797
2021-08-10,122.76557922363281
2021-08-11,123.9837875366211
2021-08-12,124.5737533569336
2021-08-13,126.24844360351562
2021-08-16,127.12383270263672
2021-08-17,129.03639221191406
2021-08-18,125.3064193725586
2021-08-19,125.96298217773438
2021-08-20,124.91629791259766
2021-08-23,123.79348754882812
2021-08-24,121.0435791015625
2021-08-25,121.11019897460938
2021-08-26,117.91307067871094
2021-08-27,117.58002471923828
2021-08-30,116.3525619506836
2021-08-31,117.6751937866211
2021-09-01,116.41917419433594
2021-09-02,116.07661437988281
2021-09-03,114.76351165771484
2021-09-07,113.84054565429688
2021-09-08,115.95292663574219
2021-09-09,114.9252700805664
2021-09-10,115.19170379638672
2021-09-13,116.771240234375
2021-09-14,116.52384185791016
2021-09-15,115.90534210205078
2021-09-16,116.7426986694336
2021-09-17,117.03765869140625
2021-09-20,116.34305572509766
2021-09-21,114.63982391357422
2021-09-22,114.72545623779297
2021-09-23,113.9642333984375
2021-09-24,113.33622741699219
2021-09-27,114.1164779663086
2021-09-28,114.29727172851562
2021-09-29,116.23838806152344
2021-09-30,114.21162414550781
2021-10-01,113.88811492919922
2021-10-04,115.10606384277344
2021-10-05,115.43909454345703
2021-10-06,117.20894622802734
2021-10-07,115.93389129638672
2021-10-08,115.73407745361328
2021-10-11,115.66746520996094
2021-10-12,116.08614349365234
2021-10-13,115.2202377319336
2021-10-14,116.08614349365234
2021-10-15,116.16226196289062
2021-10-18,115.59134674072266
2021-10-19,115.0775146484375
2021-10-20,115.8577651977539
2021-10-21,115.89583587646484
2021-10-22,117.0091323852539
2021-10-25,117.1708755493164
2021-10-26,118.6552505493164
2021-10-27,117.03765869140625
2021-10-28,118.58865356445312
2021-10-29,116.9044418334961
2021-11-01,117.62761688232422
2021-11-02,117.71324157714844
2021-11-03,119.29278564453125
2021-11-04,118.75991821289062
2021-11-05,119.68291473388672
2021-11-08,119.016845703125
2021-11-09,122.34717559814453
2021-11-10,122.36636352539062
2021-11-11,120.89922332763672
2021-11-12,121.87731170654297
2021-11-15,123.62252044677734
2021-11-16,122.27046203613281
2021-11-17,122.54855346679688
2021-11-18,120.67867279052734
2021-11-19,119.20195007324219
2021-11-22,121.24443817138672
2021-11-23,128.13897705078125
2021-11-24,126.86365509033203
2021-11-26,125.56910705566406
2021-11-29,124.05403137207031
2021-11-30,121.27320861816406
2021-12-01,121.34992980957031
2021-12-02,122.59648895263672
2021-12-03,123.46910095214844
2021-12-06,125.59788513183594
2021-12-07,124.86912536621094
2021-12-08,124.54309844970703
2021-12-09,125.2047348022461
